ID,Multiyear ID,Single or multiple application,Operator,Trial Type,Trial Status,Country,Location/Place,Year of Results,Crop,Seed/Transplant,Novihum Product,Granulate Size,Base Material Origin,Rate Novihum in kg/m²,Rate Novihum in Vol%,Rate Novihum in Mass%,Application Depth in m,Application Wide in m,Application Technique,Application Periode,Other Products,Fert flag,Nitrogen Compensation,Compost Manure,Drought Trial,Irrigation Level in %,Soil note,Soil Type in Numbers of Sand Silt Clay,Sand,Silt,Clay,Soil Type/Substrate,pH (Method not Known,pH (in H2O),pH (in KCl-Solution),pH (in CaCl2-Solution),Corg-Level Qualitativ,Corg-Level Quantitativ,Growth Conditions,Controlled Conditions,Result Control (Data as Recieved ),Unit1,Result Novihum (Data as Recieved),Unit2,Result Control (Edited by Novihum),Unit3,Result Novihum (Edited by Novihum),Unit4,Relative Yield difference,Statistical Significant,Standard Deviation Control,Standard Deviation Novihum,Earlier Higher Yield,Visible Quality Difference,Additional Information,Further Addition Information,Bulk Density,Row Number in Excel,Trial Quality for NN,App rate,Rel yield
68,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2003,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,reseeding,,,17,+,36000,
69,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2003,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,,Low,,free,No,80,dt DM/ha,65.5,dt DM/ha,0.8,kg/m²,0.655,kg/m²,-0.18,FALSE,,,FALSE,-,,,,18,+,9000,-0.18
70,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2003,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,,,,Low,,free,No,80,dt DM/ha,73.8,dt DM/ha,0.8,kg/m²,0.738,kg/m²,-0.08,FALSE,,,FALSE,-,,,,19,+,18000,-0.08
71,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2004,Winter Barley,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,,,,Low,0.55,free,No,26.6,dt/ha,39.9,dt/ha,0.266,kg/m²,0.399,kg/m²,0.50,FALSE,,,FALSE,+,,,,20,+,9000,0.50
72,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2004,Winter Barley,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,,,,Low,0.91,free,No,26.6,dt/ha,47.7,dt/ha,0.266,kg/m²,0.477,kg/m²,0.79,FALSE,,,FALSE,+,,,,21,0,18000,0.79
73,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2004,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,,,,Low,0.85,free,No,78.9,dt DM/ha,84,dt DM/ha,0.789,kg/m²,0.84,kg/m²,0.06,FALSE,,,FALSE,+,,,,22,+,18000,0.06
74,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2004,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,,Mid,1.08,free,No,78.9,dt DM/ha,91.5,dt DM/ha,0.798,kg/m²,0.915,kg/m²,0.16,FALSE,,,FALSE,+,,,,23,+,36000,0.16
75,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2004,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,,Low,0.72,free,No,83.1,dt DM/ha,70.6,dt DM/ha,0.831,kg/m²,0.706,kg/m²,-0.15,FALSE,,,FALSE,-,,,,24,0,9000,-0.15
76,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2004,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,,,,Low,0.93,free,No,83.1,dt DM/ha,85.7,dt DM/ha,0.831,kg/m²,0.857,kg/m²,0.03,FALSE,,,FALSE,o,,,,25,0,18000,0.03
77,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2005,Potato,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,8.1,7.7,,Low,0.46,free,No,281.7,dt/ha,320.4,dt/ha,2.817,kg/m²,3.204,kg/m²,0.14,FALSE,,,FALSE,+,,,,26,+,9000,0.14
78,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2005,Potato,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,8.1,7.7,,Low,0.6,free,No,281.7,dt/ha,388.6,dt/ha,2.817,kg/m²,3.886,kg/m²,0.38,FALSE,,,FALSE,+,,,,27,+,18000,0.38
79,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2005,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,8.1,7.6,,Low,0.77,free,No,128.5,dt DM/ha,125,dt DM/ha,1.285,kg/m²,1.25,kg/m²,-0.03,FALSE,,,FALSE,o,,,,28,+,18000,-0.03
80,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2005,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,8.1,7.6,,Mid,1.03,free,No,128.5,dt DM/ha,136.5,dt DM/ha,1.285,kg/m²,1.365,kg/m²,0.06,FALSE,,,FALSE,+,,,,29,+,36000,0.06
81,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2005,Hemp,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,8.2,7.7,,Low,0.66,free,No,64.7,dt DM/ha,101.4,dt DM/ha,0.647,kg/m²,1.014,kg/m²,0.57,FALSE,,,FALSE,+,,,,30,+,9000,0.57
82,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2005,Hemp,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,8.2,7.7,,Low,0.73,free,No,64.7,dt DM/ha,62.1,dt DM/ha,0.647,kg/m²,0.621,kg/m²,-0.04,FALSE,,,FALSE,o,,,,31,0,18000,-0.04
83,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2006,Winter Wheat,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,,,,Low,0.36,free,No,14.3,dt FM/ha,14.5,dt FM/ha,0.143,kg/m²,0.145,kg/m²,0.01,FALSE,,,FALSE,o,,,,32,0,9000,0.01
84,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2006,Winter Wheat,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,,,,Low,0.47,free,No,14.3,dt FM/ha,23.5,dt FM/ha,0.143,kg/m²,0.235,kg/m²,0.64,FALSE,,,FALSE,+,,,,33,+,18000,0.64
85,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2006,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,,,,Low,0.75,free,No,89.2,dt FM/ha,86.6,dt FM/ha,0.892,kg/m²,0.866,kg/m²,-0.03,FALSE,,,FALSE,o,,,,34,+,18000,-0.03
86,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2006,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,,Low,0.96,free,No,89.2,dt FM/ha,91.4,dt FM/ha,0.892,kg/m²,0.914,kg/m²,0.02,FALSE,,,FALSE,o,,,,35,0,36000,0.02
87,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2006,Summer Barley,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,,Low,0.46,free,No,9.4,dt FM/ha,12.7,dt FM/ha,0.094,kg/m²,0.127,kg/m²,0.35,FALSE,,,FALSE,+,,,,36,+,9000,0.35
88,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2006,Summer Barley,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,,,,Low,0.55,free,No,9.4,dt FM/ha,9.6,dt FM/ha,0.094,kg/m²,0.096,kg/m²,0.02,FALSE,,,FALSE,o,,,,37,0,18000,0.02
89,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2007,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,38,+,9000,
90,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2007,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,39,+,18000,
91,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2007,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,,,,Low,,free,No,105.2,dt/ha,108.2,dt/ha,1.052,kg/m²,1.082,kg/m²,0.03,FALSE,,,FALSE,o,,,,40,+,18000,0.03
92,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2007,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,,Low,,free,No,105.2,dt/ha,111.5,dt/ha,1.052,kg/m²,1.115,kg/m²,0.06,FALSE,,,FALSE,o,,,,41,+,36000,0.06
93,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2007,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,42,+,9000,
94,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2007,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,43,+,18000,
95,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2008,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,,,,Low,,free,No,90.1,dt/ha,110.4,dt/ha,0.901,kg/m²,1.104,kg/m²,0.23,FALSE,,,FALSE,o,,,,44,+,9000,0.23
96,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2008,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,,,,Low,,free,No,90.1,dt/ha,116.2,dt/ha,0.901,kg/m²,1.162,kg/m²,0.29,FALSE,,,FALSE,o,,,,45,+,18000,0.29
97,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2008,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,,,,Low,,free,No,112,dt/ha,112.8,dt/ha,1.12,kg/m²,1.128,kg/m²,0.01,FALSE,,,FALSE,o,,,,46,+,18000,0.01
98,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2008,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,,Low,,free,No,112,dt/ha,117,dt/ha,1.12,kg/m²,1.17,kg/m²,0.04,FALSE,,,FALSE,o,,,,47,+,36000,0.04
99,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2008,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,,Low,,free,No,105.8,dt/ha,103.7,dt/ha,1.058,kg/m²,1.037,kg/m²,-0.02,FALSE,,,FALSE,o,,,,48,+,9000,-0.02
100,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2008,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,,,,Low,,free,No,105.8,dt/ha,108.8,dt/ha,1.058,kg/m²,1.088,kg/m²,0.03,FALSE,,,FALSE,o,,,,49,+,18000,0.03
101,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2009,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,,,,Low,,free,No,122.9,dt/ha,142.3,dt/ha,1.229,kg/m²,1.423,kg/m²,0.16,FALSE,,,FALSE,o,,,,50,+,9000,0.16
102,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2009,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,,,,Low,,free,No,122.9,dt/ha,145.2,dt/ha,1.229,kg/m²,1.452,kg/m²,0.18,FALSE,,,FALSE,o,,,,51,+,18000,0.18
103,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2009,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,,,,Low,,free,No,120.2,dt/ha,131.1,dt/ha,1.202,kg/m²,1.311,kg/m²,0.09,FALSE,,,FALSE,o,,,,52,+,18000,0.09
104,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2009,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,,Low,,free,No,120.2,dt/ha,132.9,dt/ha,1.202,kg/m²,1.329,kg/m²,0.11,FALSE,,,FALSE,o,,,,53,+,36000,0.11
105,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2009,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,,Low,,free,No,141,dt/ha,134.9,dt/ha,1.41,kg/m²,1.349,kg/m²,-0.04,FALSE,,,FALSE,o,,,,54,+,9000,-0.04
106,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2009,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,,,,Low,,free,No,141,dt/ha,138.9,dt/ha,1.41,kg/m²,1.389,kg/m²,-0.01,FALSE,,,FALSE,o,,,,55,+,18000,-0.01
107,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2010,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,56,+,9000,
108,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2010,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,57,+,18000,
109,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2010,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,58,+,18000,
110,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2010,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,59,+,36000,
111,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2010,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,60,+,9000,
112,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2010,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,61,+,18000,
113,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2011,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,62,+,9000,
114,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2011,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,63,+,18000,
115,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2011,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,64,+,18000,
116,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2011,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,65,+,36000,
117,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2011,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,66,+,9000,
118,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2011,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,67,+,18000,
119,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2012,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,,,7.6,Low,0.51,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,68,+,9000,
120,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2012,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,,,7.5,Low,0.63,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,69,+,18000,
121,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2012,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,,,7.5,Low,0.92,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,70,+,18000,
122,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2012,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,7.5,Mid,1.06,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,71,+,36000,
123,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2012,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,7.5,Low,0.65,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,72,+,9000,
124,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2012,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,,,7.5,Low,0.6,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,73,+,18000,
125,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2013,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,,,,Low,0.42,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,74,+,9000,
126,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2013,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,,,,Low,0.53,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,75,+,18000,
127,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2013,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,,,,Low,0.75,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,76,+,18000,
128,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2013,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,,Low,0.76,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,77,+,36000,
129,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2013,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,,Low,0.59,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,78,+,9000,
130,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2013,Alfalfa,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;16;8,76,16,8,sandy loam,,,,,Low,0.75,free,No,,,,,,,,,,FALSE,,,FALSE,o,,,,79,+,18000,
131,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2014,Winter Wheat,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,80;14;6,80,14,6,loamy sand,,,,7.5,Low,0.47,free,No,47,dt/ha,54,dt/ha,0.47,kg/m²,0.54,kg/m²,0.15,FALSE,,,FALSE,+,,,,80,+,9000,0.15
132,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2014,Winter Wheat,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,78;15;7,78,15,7,loamy sand,,,,7.5,Low,0.52,free,No,47,dt/ha,57,dt/ha,0.47,kg/m²,0.57,kg/m²,0.21,FALSE,,,FALSE,+,,,,81,+,18000,0.21
133,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2014,Winter Wheat,Seeds,Novihum (discontinued),not sieved,Lausitz,1.8,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,76;17;7,76,17,7,sandy loam,,,,7.5,Low,0.66,free,No,38,dt/ha,64,dt/ha,0.38,kg/m²,0.64,kg/m²,0.68,FALSE,,,FALSE,+,,,,82,+,18000,0.68
134,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2014,Winter Wheat,Seeds,Novihum (discontinued),not sieved,Lausitz,3.6,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,73;17;10,73,17,10,sandy loam,,,,7.5,Low,0.99,free,No,38,dt/ha,68,dt/ha,0.38,kg/m²,0.68,kg/m²,0.79,FALSE,,,FALSE,+,,,,83,+,36000,0.79
135,Welzow,single,FIB Vattenfall,Science,closed,Germany,Welzow,2014,Winter Rye,Seeds,Novihum (discontinued),not sieved,Lausitz,0.9,,,0.2,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,70;20;10,70,20,10,sandy loam,,,,7.5,Low,0.7,free,No,43,dt/ha,46,dt/ha,0.43,kg/m²,0.46,kg/m²,0.07,FALSE,,,FALSE,+,,,,84,+,9000,0.07
